0.000000,-819,0,0,0
0.000000,-819,0,0,0
0.002930,-819,0,0,0
0.022593,-819,0,0,0
0.041750,-819,0,0,0
0.061939,-819,0,0,0
0.082128,-819,0,0,0
0.101659,-819,0,0,0
0.123508,-819,0,0,0
0.143003,-819,0,0,0
0.163274,-819,0,0,0
0.182893,-819,0,0,0
0.203158,-819,0,0,0
0.223138,-819,0,0,0
0.241926,-819,0,0,0
0.263013,439,-18,18,40
0.282304,444,-36,36,36
0.302525,446,-53,53,32
0.322718,447,-66,70,28
0.340962,447,-62,85,24
0.361559,447,-62,102,19
0.382353,445,-62,101,15
0.402965,441,-62,98,10
0.422877,438,-62,91,5
0.443114,438,-61,81,1
0.463464,442,-58,69,-5
0.482899,459,-53,54,-9
0.502602,490,-46,38,-10
0.523305,526,-38,23,-11
0.543501,566,-28,11,-13
0.562083,606,-20,2,-15
0.584210,659,-11,-6,-16
0.602621,697,-4,-11,-18
0.622307,730,3,-14,-19
0.641958,765,8,-15,-20
0.662605,778,12,-15,-20
0.682143,781,14,-14,-20
0.702310,776,14,-12,-20
0.723726,763,13,-9,-19
0.743465,748,11,-7,-19
0.762954,735,8,-5,-18
0.781777,715,5,-3,-18
0.801665,705,1,-3,-17
0.822260,693,-2,-2,-17
0.842462,688,-5,-2,-16
0.862858,684,-8,-3,-16
0.881850,682,-10,-3,-15
0.901932,681,-12,-4,-14
0.924060,682,-13,-4,-14
0.941587,683,-14,-5,-13
0.963959,684,-15,-6,-12
0.983392,686,-15,-6,-11
1.002672,556,-16,-7,-10
1.022000,354,-17,-8,-9
1.041335,190,-18,-9,-8
1.064064,96,-19,-10,-7
1.082909,45,-21,-11,-6
1.102344,58,-43,-32,-3
1.122181,71,-26,-47,-1
1.141398,78,-45,-61,0
1.161610,96,-32,-74,1
1.183013,130,-10,-89,3
1.201876,168,12,-87,4
1.222682,213,16,-80,5
1.241387,226,22,-73,6
1.263545,262,29,-64,8
1.281771,273,14,-56,10
1.302939,260,41,-48,11
1.323215,259,39,-33,12
1.341641,258,40,-28,13
1.361889,269,41,-23,13
1.383194,270,40,-18,14
1.403384,272,37,-15,14
1.423077,263,35,-13,14
1.441889,264,48,-11,13
1.461970,256,35,-10,13
1.483197,256,43,-9,14
1.502204,260,48,-8,14
1.522581,256,50,-7,15
1.541728,263,63,-1,14
1.561529,266,64,0,15
1.584009,259,65,-3,15
1.603831,259,61,-6,14
1.623224,256,63,-7,14
1.642067,249,81,-12,14
1.662376,246,79,-12,13
1.683664,242,78,-7,13
1.704069,241,71,-8,13
1.723521,242,54,-7,12
1.743321,243,59,-5,12
1.763188,241,51,-3,11
1.782676,243,38,-3,11
1.802151,247,42,3,11
1.822515,251,26,3,10
1.842397,253,16,-11,10
1.861754,256,12,5,10
1.881974,260,4,-2,9
1.901466,259,10,1,9
1.923482,264,-5,-6,9
1.943009,264,-6,-3,8
1.963337,260,-20,2,8
1.982327,255,-18,4,8
2.001824,253,-42,2,7
2.022067,254,-54,2,7
2.043940,245,-59,8,6
2.063974,245,-70,26,6
2.082870,239,-73,27,6
2.102870,237,-77,50,5
2.122670,231,-81,66,5
2.141946,222,-76,79,5
2.161917,220,-89,85,4
2.181980,224,-85,76,4
2.201503,224,-57,81,4
2.223657,232,-56,68,3
2.243056,237,-46,61,3
2.262974,249,-37,53,2
2.282312,265,-30,46,1
2.302025,279,-23,40,0
2.324251,297,-17,35,-1
2.343500,313,-13,31,-2
2.363294,321,-10,27,-2
2.382667,330,-8,24,-3
2.401909,340,-7,22,-3
2.422258,347,-7,20,-4
2.443857,353,-6,19,-4
2.464134,357,-13,14,-4
2.483997,367,-8,15,-4
2.503561,365,-6,15,-3
2.523579,373,-9,13,-3
2.543847,377,-11,10,-3
2.563492,389,-8,11,-3
2.582930,398,-10,9,-3
2.602752,401,-8,9,-2
2.622560,405,-14,5,-3
2.641653,403,-9,7,-2
2.664070,405,-10,6,-2
2.682475,405,-10,6,-1
2.701843,406,-10,6,-1
2.723863,411,-10,6,-1
2.742073,406,-10,5,0
2.762589,417,-10,4,0
2.781986,422,-10,3,0
2.803173,426,-8,4,1
2.822915,425,-10,2,1
2.841900,423,-11,1,1
2.861714,422,-12,0,2
2.883677,426,-13,-2,2
2.903824,427,-9,-9,2
2.922740,428,-6,-16,3
2.941587,428,-3,-22,3
2.961354,421,0,-28,3
2.983225,404,12,-34,4
3.003260,404,8,-39,5
3.022878,397,11,-45,5
3.041760,389,11,-48,5
3.064142,374,10,-52,6
3.083273,365,18,-42,5
3.102922,352,34,-52,1
3.122461,334,49,-65,-2
3.143837,321,66,-73,-7
3.163646,301,81,-75,-10
3.182471,291,94,-68,-14
3.201881,285,107,-61,-17
3.223783,261,120,-54,-21
3.242922,259,130,-46,-25
3.262404,254,114,-40,-25
3.283537,249,99,-33,-25
3.303264,249,84,-28,-25
3.323036,254,68,-24,-25
3.342069,263,54,-20,-24
3.362869,336,38,-18,-24
3.382134,338,25,-15,-24
3.402019,377,13,-13,-24
3.424115,313,1,-11,-24
3.443550,301,-6,-10,-24
3.463191,295,-14,-8,-24
3.482304,290,-19,-6,-24
3.501700,280,-23,-5,-23
3.521539,277,-26,-4,-23
3.542920,270,-27,-2,-23
3.562145,262,-28,-1,-23
3.583898,248,-27,1,-23
3.604307,248,-27,3,-23
3.623597,243,-26,4,-23
3.643063,241,-25,5,-22
3.662888,238,-24,5,-22
3.682281,230,-42,13,-18
3.701744,224,-55,11,-15
3.723955,221,-66,2,-14
3.743287,218,-61,-5,-14
3.762667,213,-51,4,-14
3.782556,207,-29,0,-14
3.802116,208,-42,9,-13
3.822313,208,-30,1,-14
3.843839,210,-34,-1,-13
3.861259,215,-22,1,-13
3.882935,220,-15,0,-13
3.903143,222,-15,8,-13
3.922952,226,-19,-8,-13
3.941897,223,6,-1,-13
3.961752,228,3,-2,-13
3.983583,229,20,-6,-13
4.003413,233,26,-2,-13
4.023566,235,18,-3,-13
4.043113,234,35,-2,-13
4.062886,235,28,-2,-13
4.083980,234,31,-2,-13
4.102127,238,22,-2,-13
4.123846,234,14,-2,-13
4.143316,231,9,-2,-13
4.163341,233,2,-2,-13
4.182924,237,2,-2,-13
4.202108,237,-4,-2,-13
4.222176,242,-11,-2,-13
4.243466,246,-13,-2,-14
4.263183,248,-18,-2,-14
4.282411,255,-17,-2,-14
4.301973,258,-13,-1,-14
4.322065,261,-16,-1,-14
4.343417,264,-13,0,-14
4.363848,268,-14,0,-15
4.382936,268,-14,0,-15
4.402708,269,-14,0,-15
4.422188,269,-14,-1,-16
4.443354,268,-12,-1,-16
4.462924,269,-15,-1,-16
4.483128,273,-12,-3,-16
4.503084,274,-13,-3,-17
4.522928,277,-12,-4,-17
4.541943,283,-13,-5,-17
4.561704,287,-15,-5,-17
4.583069,294,-14,-5,-18
4.602708,296,-16,-5,-18
4.624376,298,-15,-5,-18
4.641658,302,-14,-5,-18
4.662186,306,-13,-6,-18
4.683345,310,-16,-4,-18
4.703278,311,-15,-3,-18
4.723066,315,-15,-3,-18
4.742066,323,-14,-3,-18
4.762489,323,-13,-4,-19
4.783775,329,-13,-4,-19
4.803502,329,-11,-5,-19
4.823094,332,-11,-5,-19
4.841889,334,-12,-6,-19
4.864236,338,-12,-5,-19
4.883343,342,-9,-7,-19
4.903041,343,-9,-7,-19
4.923105,347,-8,-7,-19
4.941785,352,-7,-6,-19
4.961302,355,-7,-6,-19
4.983051,356,-6,-6,-19
5.002919,361,-5,-6,-19
5.022696,361,-7,-5,-19
5.041397,361,-3,-7,-19
5.063656,363,-3,-7,-19
5.082862,366,-3,-6,-19
5.102831,367,-3,-6,-19
5.122567,372,-1,-6,-19
5.141912,372,-1,-6,-19
5.163633,374,-2,-6,-19
5.182593,375,-1,-7,-19
5.202010,377,-2,-8,-19
5.221553,378,-2,-8,-19
5.243153,375,-1,-7,-19
5.262884,377,0,-7,-19
5.283885,383,2,-6,-19
5.304007,384,3,-6,-19
5.322920,387,3,-6,-19
5.341890,385,3,-6,-19
5.361708,381,4,-6,-19
5.383307,384,6,-9,-19
5.403273,383,9,-8,-19
5.422784,382,9,-9,-19
5.441863,382,10,-9,-19
5.461884,381,11,-9,-19
5.483636,382,12,-7,-19
5.503271,380,11,-7,-19
5.522702,377,13,-6,-18
5.541490,374,12,-5,-19
5.564008,366,14,-5,-18
5.583076,362,14,-6,-18
5.602891,360,11,-6,-19
5.622395,358,10,-6,-19
5.641594,355,12,-6,-19
5.664198,354,13,-6,-18
5.683129,353,13,-5,-18
5.702992,351,11,-5,-18
5.722098,349,11,-5,-18
5.743643,346,8,-6,-19
5.763709,344,18,2,-18
5.782521,343,13,-6,-17
5.801865,342,11,-6,-17
5.823917,338,8,-6,-18
5.843067,340,7,-6,-18
5.862771,339,5,-5,-19
5.883668,339,4,-5,-19
5.903270,338,2,-5,-19
5.922862,335,-19,2,-19
5.941914,334,-37,2,-18
5.961903,334,-49,2,-17
5.983577,337,-45,2,-17
6.003274,342,-43,7,-16
6.022887,347,-39,24,-16
6.041586,351,-35,41,-15
6.063865,355,-30,58,-15
6.082581,363,-14,76,8
6.101825,370,8,90,4
6.121678,376,19,103,-1
6.143288,381,24,91,-6
6.162845,388,27,85,-11
6.184007,395,29,77,-14
6.201981,398,29,69,-15
6.223540,405,29,60,-16
6.242219,419,27,51,-17
6.262359,427,25,42,-18
6.283403,437,21,35,-19
6.303054,443,17,28,-19
6.322369,455,12,23,-19
6.343427,460,7,19,-19
6.363235,466,2,15,-18
6.382768,474,-2,13,-18
6.402942,474,-7,11,-17
6.422500,475,-11,10,-16
6.441579,471,-14,10,-15
6.463856,538,-18,9,-15
6.483595,563,-20,8,-14
6.503324,550,-3,-9,-15
6.522762,524,-22,-27,-18
6.541613,521,5,-44,-22
6.564509,528,23,-61,-25
6.583389,503,26,-79,-29
6.603143,477,8,-94,-29
6.624136,439,-8,-102,-28
6.643458,395,-30,-96,-26
6.663139,375,-49,-88,-25
6.682113,347,-63,-80,-24
6.704085,334,-41,-71,-22
6.723082,319,-23,-61,-22
6.741960,311,-3,-52,-21
6.761867,309,18,-37,-20
6.783423,308,42,-28,-19
6.803241,307,32,-22,-18
6.822918,305,53,-18,-17
6.841913,300,28,-7,-16
6.861661,296,20,-13,-16
6.883218,286,30,-12,-15
6.902890,279,22,-13,-15
6.922586,274,0,-14,-15
6.941683,270,24,-14,-15
6.961621,267,17,-14,-14
6.983150,268,18,-15,-14
7.003353,263,16,-14,-14
7.022874,264,38,-13,-13
7.041980,261,28,-12,-12
7.061884,262,30,-10,-12
7.083490,256,34,-9,-12
7.103362,253,36,-7,-11
7.123303,247,44,-6,-11
7.142111,242,33,-5,-11
7.161903,239,34,-5,-11
7.181632,237,29,-4,-11
7.201278,233,26,-4,-10
7.223547,230,23,-4,-10
7.242929,228,22,-4,-10
7.262643,231,18,-3,-10
7.281858,230,15,-3,-9
7.301315,235,16,-2,-9
7.323154,234,14,-2,-9
7.344232,231,8,-1,-9
7.362279,231,9,-1,-9
7.383456,233,5,-1,-9
7.403318,232,4,-1,-9
7.422658,233,1,-2,-9
7.443792,237,-9,-2,-9
7.461030,235,6,-1,-9
7.482459,238,0,-1,-9
7.501707,236,-2,0,-9
7.523574,241,0,0,-9
7.542919,239,-2,1,-9
7.562619,239,-2,2,-10
7.583946,239,-4,2,-10
7.604143,240,-6,2,-10
7.623315,241,-5,1,-10
7.642905,239,-6,1,-10
7.662982,240,-6,0,-10
7.682098,243,-3,0,-10
7.704278,238,-3,0,-10
7.723574,241,-8,-1,-10
7.742222,242,-8,-1,-11
7.762231,241,-10,-1,-11
7.783217,242,-7,-1,-11
7.802928,246,-8,-1,-11
7.822496,250,-8,-1,-11
7.841524,252,-11,-2,-12
7.864071,253,-12,-2,-12
7.883150,256,-2,-2,-12
7.902711,260,-14,-1,-13
7.922045,262,-12,-1,-13
7.943387,261,-11,-1,-13
7.963190,261,-11,-1,-13
7.982411,262,-12,-1,-13
8.001718,260,-10,-2,-14
8.023678,258,-12,-2,-15
8.042956,262,-10,-3,-15
8.062568,264,-11,-3,-15
8.081666,269,-8,-3,-15
8.103354,271,-8,-2,-15
8.122866,270,-9,-2,-16
8.141702,273,-9,-2,-16
8.161522,273,-9,-2,-16
8.183097,274,-8,-2,-17
8.202605,275,-8,-2,-17
8.224001,278,-10,-2,-18
8.243280,276,-9,-2,-18
8.263059,280,-10,-2,-18
8.282342,285,-9,-2,-19
8.301580,286,-9,-2,-18
8.323445,290,-8,-2,-19
8.342276,293,-9,-2,-19
8.362314,291,-10,-3,-20
8.383500,298,-9,-3,-20
8.403217,299,-10,-3,-20
8.422919,299,-8,-3,-21
8.443335,300,-8,-3,-21
8.463128,299,-8,-4,-22
8.482217,303,-7,-4,-23
8.504258,306,-7,-4,-23
8.523338,308,-7,-4,-25
8.542379,312,-7,-4,-26
8.562733,314,-6,-4,-26
8.582187,318,-6,-4,-28
8.601715,319,-6,-5,-29
8.623852,320,-6,-5,-30
8.643460,319,-30,3,-29
8.663181,319,-47,3,-28
8.682254,326,-63,2,-28
8.704182,325,-79,2,-27
8.723365,329,-69,1,-26
8.742167,337,-66,1,-25
8.761944,345,-70,10,-34
8.783418,386,-63,14,-38
8.803219,394,-56,13,-42
8.822631,409,-49,12,-45
8.841537,420,-43,11,-49
8.864055,439,-35,7,-53
8.882891,452,-30,5,-57
8.902226,466,-25,1,-60
8.922233,480,-21,-2,-59
8.943381,491,-18,-5,-59
8.963294,498,-16,-9,-58
8.982334,506,-15,-11,-57
9.001872,509,-15,-14,-56
9.023832,511,-15,-17,-55
9.043051,511,-15,-19,-54
9.062646,512,-16,-22,-52
9.083937,518,-16,-24,-51
9.103583,516,-17,-25,-49
9.123125,515,-17,-27,-47
9.141965,516,-17,-28,-45
9.161665,516,-18,-29,-43
9.183298,520,-17,-30,-41
9.202966,516,-17,-31,-39
9.222499,574,-17,-31,-37
9.243636,618,-16,-31,-35
9.263307,638,-16,-31,-33
9.282599,642,-15,-31,-32
9.301919,634,-14,-31,-30
9.323615,525,-12,-31,-28
9.342867,455,-11,-31,-26
9.362498,422,-10,-31,-25
9.383477,408,-9,-30,-23
9.403095,407,-9,-32,-25
9.422792,414,-7,-19,-25
9.441908,430,-8,-33,-24
9.461494,439,-7,-24,-23
9.482916,458,-7,-24,-22
9.502076,469,-6,-20,-20
9.523927,484,-7,-28,-19
9.543401,493,-6,-36,-18
9.563054,504,-5,-29,-18
9.582352,512,-5,-28,-17
9.604520,520,-4,-27,-16
9.623646,527,-4,-26,-16
9.643035,537,-4,-25,-15
9.662689,541,-3,-24,-14
9.683651,546,-2,-25,-14
9.703361,550,-2,-24,-14
9.722847,553,-1,-24,-13
9.741540,551,6,-29,-13
9.764073,553,26,-29,-12
9.782796,553,43,-28,-10
9.801868,550,60,-27,-10
9.823661,542,79,-26,-9
9.842223,534,94,-16,-8
9.861777,525,108,-15,-7
9.883321,499,122,-13,-7
9.903108,475,132,-15,-6
9.922746,442,132,-9,-5
9.941476,425,120,-10,-4
9.960892,401,115,-10,-4
9.983869,378,99,-9,-3
10.004291,366,88,-8,-3
10.023605,359,76,-7,-2
10.042957,352,64,-7,-2
10.062604,353,54,-6,-1
10.083614,356,42,-6,-1
10.103539,355,36,-5,0
10.123383,355,31,-4,0
10.143070,355,29,-3,1
10.162904,352,23,-2,1
10.182196,350,20,-2,2
10.201770,344,31,4,2
10.221707,341,24,0,3
10.242950,333,20,1,2
10.262400,327,20,1,3
10.283382,321,17,2,3
10.303120,314,16,2,3
10.322772,308,10,3,3
10.341738,308,7,3,4
10.364147,303,7,4,4
10.383127,300,-12,4,4
10.402855,297,1,4,4
10.422488,294,-11,4,5
10.443827,289,-17,4,5
10.463586,287,-21,12,5
10.482466,284,-40,12,6
10.501666,279,-27,-4,5
10.523601,276,-54,11,5
10.542323,272,-59,11,5
10.562378,264,-76,11,5
10.583250,258,-54,11,6
10.602753,255,-68,10,5
10.622365,252,-79,18,5
10.644377,248,-83,36,5
10.661360,248,-70,50,5
10.682862,