0.232508,0,136.000000,199.000000,214.000000,201.000000,214.000000,275.000000,133.000000,273.000000,
0.257262,0,136.000000,199.000000,214.000000,201.000000,214.000000,275.000000,133.000000,273.000000,
0.284817,0,137.000000,197.000000,212.000000,198.000000,214.000000,275.000000,133.000000,273.000000,
0.317086,0,137.000000,197.000000,212.000000,198.000000,214.000000,275.000000,133.000000,273.000000,
0.340962,0,137.000000,197.000000,212.000000,198.000000,214.000000,275.000000,136.000000,275.000000,
0.354355,0,137.000000,197.000000,212.000000,198.000000,214.000000,275.000000,134.000000,274.000000,
0.372253,0,137.000000,197.000000,212.000000,198.000000,214.000000,275.000000,134.000000,274.000000,
0.390096,0,138.000000,197.000000,212.000000,198.000000,214.000000,275.000000,133.000000,273.000000,
0.405172,0,138.000000,197.000000,213.000000,199.000000,212.000000,277.000000,134.000000,275.000000,
0.420493,0,136.000000,196.000000,211.000000,197.000000,213.000000,274.000000,132.000000,272.000000,
0.438406,0,101.000000,222.000000,127.000000,227.000000,212.000000,274.000000,134.000000,272.000000,
0.453313,0,132.000000,192.000000,207.000000,189.000000,211.000000,268.000000,141.000000,270.000000,
0.470958,0,140.000000,185.000000,149.000000,185.000000,154.000000,197.000000,130.000000,257.000000,
0.487826,0,67.000000,193.000000,67.000000,193.000000,74.000000,234.000000,71.000000,233.000000,
0.511967,0,64.000000,182.000000,66.000000,184.000000,72.000000,225.000000,69.000000,224.000000,
0.521149,0,110.000000,170.000000,113.000000,171.000000,112.000000,173.000000,110.000000,172.000000,
0.535965,0,354.000000,143.000000,359.000000,142.000000,359.000000,171.000000,356.000000,173.000000,
0.554205,0,59.000000,138.000000,65.000000,136.000000,61.000000,149.000000,61.000000,149.000000,
0.569542,0,4.000000,109.000000,4.000000,109.000000,10.000000,120.000000,7.000000,119.000000,
0.587047,0,55.000000,103.000000,61.000000,102.000000,62.000000,118.000000,57.000000,115.000000,
0.612695,0,0.000000,77.000000,3.000000,76.000000,9.000000,97.000000,6.000000,97.000000,
0.629939,0,54.000000,72.000000,60.000000,75.000000,60.000000,95.000000,60.000000,95.000000,
0.647580,0,4.000000,64.000000,10.000000,64.000000,8.000000,76.000000,5.000000,77.000000,
0.666962,0,167.000000,14.000000,196.000000,6.000000,193.000000,84.000000,158.000000,87.000000,
0.684627,0,125.000000,2.000000,200.000000,2.000000,200.000000,80.000000,146.000000,80.000000,
0.699370,0,119.000000,0.000000,203.000000,3.000000,200.000000,78.000000,122.000000,79.000000,
0.714787,0,119.000000,0.000000,204.000000,0.000000,200.000000,78.000000,122.000000,76.000000,
0.731375,0,121.000000,0.000000,205.000000,0.000000,202.000000,77.000000,121.000000,73.000000,
0.767349,0,123.000000,0.000000,204.000000,1.000000,203.000000,81.000000,123.000000,80.000000,
0.781777,0,123.000000,5.000000,207.000000,7.000000,203.000000,85.000000,122.000000,81.000000,
0.799214,0,123.000000,9.000000,207.000000,9.000000,203.000000,89.000000,127.000000,88.000000,
0.814573,0,124.000000,11.000000,205.000000,11.000000,203.000000,92.000000,130.000000,94.000000,
0.865075,0,121.000000,17.000000,202.000000,14.000000,200.000000,98.000000,120.000000,95.000000,
0.869980,0,120.000000,20.000000,204.000000,19.000000,200.000000,100.000000,125.000000,99.000000,
0.899316,0,86.000000,57.000000,202.000000,26.000000,201.000000,106.000000,120.000000,105.000000,
0.914875,0,119.000000,28.000000,202.000000,27.000000,202.000000,108.000000,124.000000,111.000000,
0.931713,0,117.000000,32.000000,203.000000,27.000000,202.000000,110.000000,122.000000,112.000000,
0.946459,0,118.000000,32.000000,204.000000,28.000000,205.000000,109.000000,122.000000,112.000000,
0.963959,0,119.000000,32.000000,206.000000,27.000000,206.000000,110.000000,125.000000,113.000000,
0.979162,0,121.000000,33.000000,208.000000,28.000000,208.000000,112.000000,125.000000,114.000000,
0.995622,0,123.000000,33.000000,210.000000,27.000000,211.000000,111.000000,127.000000,114.000000,
1.011539,0,127.000000,31.000000,213.000000,28.000000,213.000000,112.000000,129.000000,113.000000,
1.026453,0,129.000000,31.000000,216.000000,28.000000,217.000000,111.000000,133.000000,115.000000,
1.061373,0,135.000000,30.000000,222.000000,26.000000,223.000000,113.000000,139.000000,115.000000,
1.078608,0,139.000000,30.000000,226.000000,26.000000,227.000000,113.000000,141.000000,115.000000,
1.093008,0,212.000000,68.000000,230.000000,26.000000,229.000000,115.000000,143.000000,115.000000,
1.111884,0,143.000000,31.000000,233.000000,26.000000,232.000000,115.000000,148.000000,115.000000,
1.126640,0,148.000000,30.000000,239.000000,29.000000,238.000000,115.000000,151.000000,117.000000,
1.141398,0,150.000000,33.000000,243.000000,31.000000,241.000000,118.000000,153.000000,115.000000,
1.158766,0,154.000000,33.000000,247.000000,32.000000,244.000000,122.000000,157.000000,119.000000,
1.175895,0,159.000000,34.000000,252.000000,35.000000,246.000000,77.000000,161.000000,120.000000,
1.191832,0,162.000000,36.000000,257.000000,38.000000,252.000000,77.000000,170.000000,125.000000,
1.208165,0,167.000000,39.000000,263.000000,43.000000,254.000000,133.000000,176.000000,129.000000,
1.224685,0,172.000000,42.000000,268.000000,47.000000,258.000000,131.000000,171.000000,128.000000,
1.241387,0,235.000000,49.000000,273.000000,53.000000,264.000000,141.000000,186.000000,136.000000,
1.257934,0,243.000000,55.000000,276.000000,58.000000,268.000000,144.000000,220.000000,143.000000,
1.274303,0,249.000000,63.000000,279.000000,63.000000,285.000000,81.000000,274.000000,91.000000,
1.290634,0,267.000000,72.000000,282.000000,72.000000,281.000000,99.000000,269.000000,100.000000,
1.308930,0,197.000000,65.000000,241.000000,76.000000,244.000000,82.000000,202.000000,130.000000,
1.323215,0,202.000000,75.000000,231.000000,83.000000,251.000000,97.000000,208.000000,133.000000,
1.341641,0,199.000000,86.000000,226.000000,89.000000,236.000000,104.000000,206.000000,123.000000,
1.359029,0,204.000000,95.000000,254.000000,110.000000,254.000000,114.000000,203.000000,160.000000,
1.373409,0,209.000000,103.000000,302.000000,126.000000,304.000000,141.000000,295.000000,147.000000,
1.391048,0,211.000000,127.000000,214.000000,126.000000,214.000000,129.000000,211.000000,129.000000,
1.407730,0,211.000000,119.000000,304.000000,140.000000,300.000000,174.000000,294.000000,173.000000,
1.425149,0,214.000000,130.000000,307.000000,147.000000,292.000000,234.000000,280.000000,245.000000,
1.441889,0,213.000000,132.000000,310.000000,156.000000,286.000000,257.000000,206.000000,231.000000,
1.459061,0,210.000000,142.000000,309.000000,157.000000,287.000000,261.000000,202.000000,240.000000,
1.473461,0,210.000000,144.000000,306.000000,160.000000,287.000000,265.000000,197.000000,245.000000,
1.488658,0,205.000000,148.000000,307.000000,164.000000,286.000000,269.000000,188.000000,246.000000,
1.505021,0,203.000000,151.000000,307.000000,167.000000,286.000000,273.000000,189.000000,252.000000,
1.519922,0,203.000000,153.000000,305.000000,168.000000,286.000000,275.000000,187.000000,254.000000,
1.536947,0,200.000000,157.000000,305.000000,170.000000,285.000000,278.000000,183.000000,255.000000,
1.554428,0,197.000000,157.000000,304.000000,172.000000,285.000000,281.000000,183.000000,261.000000,
1.571652,0,194.000000,161.000000,302.000000,173.000000,285.000000,283.000000,183.000000,265.000000,
1.589591,0,192.000000,161.000000,300.000000,172.000000,286.000000,283.000000,181.000000,268.000000,
1.606089,0,192.000000,163.000000,297.000000,173.000000,284.000000,287.000000,179.000000,270.000000,
1.620972,0,188.000000,166.000000,296.000000,174.000000,285.000000,288.000000,177.000000,272.000000,
1.637949,0,184.000000,170.000000,296.000000,177.000000,284.000000,290.000000,173.000000,276.000000,
1.652110,0,181.000000,173.000000,294.000000,177.000000,284.000000,293.000000,171.000000,279.000000,
1.669435,0,179.000000,175.000000,290.000000,177.000000,285.000000,294.000000,171.000000,285.000000,
1.686509,0,172.000000,180.000000,289.000000,178.000000,284.000000,297.000000,169.000000,287.000000,
1.701233,0,144.000000,209.000000,287.000000,180.000000,284.000000,299.000000,168.000000,292.000000,
1.718424,0,168.000000,185.000000,285.000000,181.000000,285.000000,301.000000,180.000000,302.000000,
1.736085,0,165.000000,189.000000,282.000000,182.000000,286.000000,302.000000,175.000000,301.000000,
1.763188,0,136.000000,223.000000,159.000000,227.000000,158.000000,230.000000,136.000000,263.000000,
1.777932,0,162.000000,196.000000,279.000000,187.000000,284.000000,310.000000,174.000000,314.000000,
1.797672,0,154.000000,203.000000,277.000000,189.000000,288.000000,311.000000,178.000000,319.000000,
1.816873,0,132.000000,238.000000,275.000000,193.000000,289.000000,315.000000,175.000000,327.000000,
1.834620,0,150.000000,212.000000,273.000000,195.000000,290.000000,318.000000,182.000000,332.000000,
1.851871,0,144.000000,223.000000,270.000000,201.000000,291.000000,327.000000,185.000000,353.000000,
1.877187,0,115.000000,262.000000,269.000000,203.000000,294.000000,328.000000,185.000000,359.000000,
1.884468,0,143.000000,230.000000,268.000000,204.000000,295.000000,330.000000,162.000000,354.000000,
1.901466,0,121.000000,269.000000,267.000000,207.000000,296.000000,332.000000,162.000000,358.000000,
1.918420,0,137.000000,238.000000,266.000000,208.000000,297.000000,334.000000,161.000000,359.000000,
1.932930,0,137.000000,237.000000,265.000000,207.000000,297.000000,335.000000,160.000000,359.000000,
1.950027,0,134.000000,239.000000,263.000000,206.000000,296.000000,338.000000,158.000000,357.000000,
1.965372,0,112.000000,279.000000,263.000000,207.000000,296.000000,339.000000,158.000000,359.000000,
1.982327,0,112.000000,279.000000,263.000000,208.000000,297.000000,339.000000,156.000000,359.000000,
1.999392,0,110.000000,279.000000,262.000000,207.000000,298.000000,339.000000,154.000000,359.000000,
2.014575,0,127.000000,240.000000,262.000000,208.000000,298.000000,340.000000,151.000000,357.000000,
2.029409,0,106.000000,278.000000,260.000000,205.000000,295.000000,343.000000,149.000000,358.000000,
2.046770,0,123.000000,238.000000,260.000000,204.000000,297.000000,342.000000,147.000000,357.000000,
2.063974,0,122.000000,237.000000,260.000000,203.000000,295.000000,344.000000,145.000000,359.000000,
2.080932,0,102.000000,275.000000,260.000000,202.000000,295.000000,343.000000,143.000000,359.000000,
2.095325,0,121.000000,229.000000,262.000000,203.000000,292.000000,344.000000,142.000000,359.000000,
2.122670,0,120.000000,225.000000,261.000000,199.000000,292.000000,342.000000,139.000000,357.000000,
2.132250,0,117.000000,221.000000,261.000000,197.000000,291.000000,341.000000,137.000000,359.000000,
2.149320,0,116.000000,216.000000,262.000000,194.000000,290.000000,340.000000,134.000000,356.000000,
2.164622,0,114.000000,214.000000,261.000000,189.000000,288.000000,339.000000,132.000000,356.000000,
2.181980,0,114.000000,205.000000,263.000000,185.000000,284.000000,338.000000,131.000000,358.000000,
2.197083,0,116.000000,215.000000,264.000000,182.000000,282.000000,332.000000,127.000000,346.000000,
2.214295,0,184.000000,321.000000,263.000000,173.000000,278.000000,329.000000,164.000000,339.000000,
2.225681,0,230.000000,166.000000,264.000000,165.000000,272.000000,224.000000,263.000000,232.000000,
2.245907,0,123.000000,163.000000,138.000000,164.000000,139.000000,242.000000,122.000000,288.000000,
2.260205,0,112.000000,171.000000,115.000000,169.000000,135.000000,278.000000,115.000000,269.000000,
2.274770,0,122.000000,209.000000,130.000000,210.000000,129.000000,265.000000,128.000000,265.000000,
2.294916,0,109.000000,138.000000,115.000000,137.000000,132.000000,256.000000,127.000000,255.000000,
2.312412,0,117.000000,159.000000,120.000000,158.000000,130.000000,239.000000,125.000000,241.000000,
2.329419,0,255.000000,98.000000,261.000000,99.000000,274.000000,165.000000,258.000000,162.000000,
2.353371,0,107.000000,82.000000,125.000000,78.000000,126.000000,84.000000,107.000000,87.000000,
2.363294,0,105.000000,71.000000,140.000000,71.000000,212.000000,97.000000,104.000000,129.000000,
2.375107,0,153.000000,59.000000,277.000000,62.000000,269.000000,229.000000,108.000000,214.000000,
2.392167,0,102.000000,55.000000,276.000000,53.000000,272.000000,224.000000,107.000000,222.000000,
2.409113,0,103.000000,47.000000,277.000000,48.000000,272.000000,222.000000,104.000000,218.000000,
2.426709,0,98.000000,45.000000,280.000000,44.000000,273.000000,217.000000,102.000000,214.000000,
2.441332,0,96.000000,41.000000,280.000000,40.000000,272.000000,216.000000,101.000000,213.000000,
2.458542,0,96.000000,36.000000,280.000000,36.000000,274.000000,212.000000,103.000000,214.000000,
2.474485,0,93.000000,35.000000,279.000000,30.000000,273.000000,213.000000,99.000000,212.000000,
2.492377,0,89.000000,31.000000,280.000000,28.000000,274.000000,211.000000,98.000000,212.000000,
2.508300,0,89.000000,29.000000,280.000000,25.000000,273.000000,211.000000,97.000000,211.000000,
2.525626,0,86.000000,28.000000,280.000000,22.000000,276.000000,210.000000,96.000000,213.000000,
2.540873,0,84.000000,26.000000,281.000000,19.000000,279.000000,207.000000,96.000000,214.000000,
2.558125,0,82.000000,23.000000,280.000000,14.000000,278.000000,209.000000,93.000000,220.000000,
2.573391,0,81.000000,22.000000,282.000000,13.000000,281.000000,208.000000,92.000000,221.000000,
2.590418,0,80.000000,20.000000,284.000000,12.000000,284.000000,206.000000,92.000000,213.000000,
2.607447,0,77.000000,17.000000,284.000000,6.000000,284.000000,207.000000,92.000000,222.000000,
2.624548,0,75.000000,15.000000,287.000000,4.000000,286.000000,208.000000,92.000000,219.000000,
2.639629,0,74.000000,12.000000,289.000000,3.000000,290.000000,207.000000,90.000000,224.000000,
2.656838,0,73.000000,10.000000,292.000000,0.000000,292.000000,207.000000,92.000000,218.000000,
2.668826,0,73.000000,8.000000,295.000000,2.000000,294.000000,209.000000,90.000000,218.000000,
2.687717,0,72.000000,6.000000,297.000000,0.000000,298.000000,209.000000,89.000000,219.000000,
2.704634,0,72.000000,3.000000,302.000000,1.000000,301.000000,210.000000,85.000000,227.000000,
2.721630,0,67.000000,3.000000,253.000000,0.000000,304.000000,214.000000,86.000000,230.000000,
2.740128,0,66.000000,0.000000,311.000000,1.000000,304.000000,217.000000,86.000000,232.000000,
2.755038,0,65.000000,0.000000,317.000000,3.000000,309.000000,218.000000,85.000000,229.000000,
2.772449,0,64.000000,0.000000,157.000000,0.000000,253.000000,9.000000,84.000000,231.000000,
2.789529,0,64.000000,0.000000,157.000000,1.000000,317.000000,222.000000,80.000000,234.000000,
2.803173,0,64.000000,0.000000,106.000000,0.000000,102.000000,6.000000,83.000000,232.000000,
2.820174,0,63.000000,0.000000,95.000000,0.000000,322.000000,228.000000,79.000000,237.000000,
2.837692,0,63.000000,0.000000,96.000000,2.000000,106.000000,12.000000,79.000000,236.000000,
2.851835,0,63.000000,0.000000,90.000000,0.000000,328.000000,233.000000,77.000000,236.000000,
2.868911,0,58.000000,47.000000,89.000000,0.000000,335.000000,235.000000,75.000000,239.000000,
2.883677,0,308.000000,108.000000,310.000000,109.000000,338.000000,238.000000,76.000000,239.000000,
2.903824,0,53.000000,47.000000,85.000000,0.000000,96.000000,72.000000,75.000000,243.000000,
2.920067,0,49.000000,47.000000,84.000000,0.000000,84.000000,0.000000,72.000000,246.000000,
2.937354,0,46.000000,47.000000,76.000000,0.000000,348.000000,251.000000,72.000000,246.000000,
2.954341,0,40.000000,48.000000,75.000000,0.000000,354.000000,255.000000,66.000000,252.000000,
2.968514,0,37.000000,48.000000,72.000000,0.000000,88.000000,74.000000,66.000000,254.000000,
2.983225,0,
3.000359,0,
3.017355,0,
3.034759,0,
3.051642,0,
3.066210,0,
3.083273,0,0.000000,1.000000,17.000000,3.000000,79.000000,219.000000,39.000000,291.000000,
3.098190,0,0.000000,47.000000,36.000000,48.000000,76.000000,225.000000,30.000000,300.000000,
3.115005,0,
3.131954,0,39.000000,318.000000,97.000000,287.000000,318.000000,359.000000,158.000000,359.000000,
3.146583,0,
3.165633,0,29.000000,81.000000,31.000000,81.000000,46.000000,108.000000,25.000000,140.000000,
3.182471,0,20.000000,73.000000,22.000000,74.000000,31.000000,154.000000,30.000000,154.000000,
3.197359,0,
3.214350,0,11.000000,107.000000,20.000000,104.000000,19.000000,110.000000,10.000000,113.000000,
3.233141,0,0.000000,91.000000,0.000000,91.000000,13.000000,157.000000,4.000000,156.000000,
3.249858,0,
3.264610,0,0.000000,273.000000,0.000000,273.000000,17.000000,359.000000,0.000000,359.000000,
3.281530,0,80.000000,128.000000,104.000000,134.000000,104.000000,135.000000,87.000000,141.000000,
3.296224,0,76.000000,135.000000,100.000000,140.000000,113.000000,150.000000,75.000000,150.000000,
3.313306,0,74.000000,149.000000,113.000000,158.000000,111.000000,163.000000,71.000000,159.000000,
3.330639,0,71.000000,166.000000,80.000000,167.000000,97.000000,176.000000,68.000000,185.000000,
3.344971,0,
3.362869,0,70.000000,190.000000,110.000000,197.000000,110.000000,200.000000,64.000000,214.000000,
3.379943,0,67.000000,203.000000,85.000000,207.000000,92.000000,216.000000,63.000000,223.000000,
3.394792,0,67.000000,215.000000,112.000000,221.000000,112.000000,224.000000,63.000000,224.000000,
3.411942,0,247.000000,239.000000,254.000000,238.000000,257.000000,268.000000,254.000000,265.000000,
3.426543,0,68.000000,234.000000,87.000000,241.000000,93.000000,247.000000,68.000000,240.000000,
3.446419,0,69.000000,251.000000,113.000000,248.000000,141.000000,281.000000,133.000000,277.000000,
3.463191,0,70.000000,257.000000,127.000000,253.000000,142.000000,318.000000,139.000000,318.000000,
3.480371,0,66.000000,265.000000,132.000000,256.000000,146.000000,327.000000,81.000000,333.000000,
3.494622,0,67.000000,268.000000,136.000000,258.000000,155.000000,329.000000,86.000000,348.000000,
3.514344,0,68.000000,270.000000,140.000000,261.000000,157.000000,330.000000,88.000000,352.000000,
3.529044,0,69.000000,272.000000,141.000000,261.000000,158.000000,333.000000,87.000000,351.000000,
3.542920,0,70.000000,271.000000,144.000000,262.000000,160.000000,334.000000,88.000000,354.000000,
3.562145,0,72.000000,268.000000,142.000000,260.000000,161.000000,334.000000,89.000000,353.000000,
3.576897,0,71.000000,268.000000,143.000000,258.000000,162.000000,333.000000,87.000000,350.000000,
3.594307,0,71.000000,267.000000,148.000000,258.000000,163.000000,330.000000,87.000000,348.000000,
3.611402,0,72.000000,262.000000,150.000000,255.000000,163.000000,329.000000,88.000000,348.000000,
3.628325,0,74.000000,259.000000,151.000000,254.000000,164.000000,329.000000,84.000000,343.000000,
3.643063,0,74.000000,256.000000,154.000000,251.000000,162.000000,329.000000,87.000000,343.000000,
3.660105,0,74.000000,253.000000,153.000000,249.000000,165.000000,326.000000,87.000000,340.000000,
3.674745,0,76.000000,249.000000,156.000000,247.000000,164.000000,327.000000,84.000000,337.000000,
3.691829,0,79.000000,244.000000,156.000000,246.000000,164.000000,325.000000,83.000000,332.000000,
3.708847,0,80.000000,239.000000,158.000000,241.000000,164.000000,322.000000,83.000000,330.000000,
3.723955,0,80.000000,237.000000,159.000000,239.000000,166.000000,319.000000,85.000000,328.000000,
